accuracy,f1_macro,f1_weighted,precision_macro,precision_weighted,recall_macro,recall_weighted,roc_auc_ovr,fold,train_samples,val_samples
0.8458390177353342,0.8454403690832617,0.8459725201773682,0.8455156863801264,0.8461505708655913,0.8454092909133957,0.8458390177353342,0.9475579165091826,1,7330.0,1466.0
0.8356070941336972,0.8353453239726084,0.8357395720555707,0.835667562504364,0.837021222943682,0.8362077748919976,0.8356070941336972,0.9493771293317034,2,7330.0,1466.0
0.830150068212824,0.8297703738630889,0.8301342278992677,0.829555642311581,0.8302607328112759,0.8301313181392259,0.830150068212824,0.9437111158372078,3,7330.0,1466.0
0.8185538881309686,0.8177372116978194,0.8184651383823396,0.8181244058557934,0.8185116166936777,0.8174896189644133,0.8185538881309686,0.9393773131719553,4,7330.0,1466.0
0.8219645293315143,0.821601464094546,0.8224542204098707,0.8220422534393016,0.8232181751658194,0.8214351637642169,0.8219645293315143,0.9377733447225007,5,7330.0,1466.0
0.8383356070941337,0.837687258362605,0.8380804212501667,0.838105068630075,0.8380689737811561,0.8375202035896985,0.8383356070941337,0.9442541236399341,6,7330.0,1466.0
0.8317417007730786,0.8312636668456549,0.8318076833624306,0.8315017698535402,0.832205215376867,0.8313655617104913,0.8317417007730786,0.9436751572020806,MEAN,7330.0,1466.0
0.010287856820790833,0.010367780997051691,0.01023485046529892,0.010291462192370957,0.010238291657434867,0.010499818310218222,0.010287856820790833,0.004499503417376009,STD,0.0,0.0
